1K	1W	st'	2K	2A	2W	2R	2H	2M	2B	2G	st''	->	opt_action
4		6		-		5		0		0		0		0		0		0		0		-		->		p1_W_K
4		6		-		5		0		0		0		1		0		0		0		-		->		p1_W_H
4		6		-		5		0		0		0		2		0		0		0		-		->		p1_W_H
4		6		-		5		0		0		0		3		0		0		0		-		->		p1_K_H
4		6		-		5		0		0		0		4		0		0		0		-		->		p1_K_H
4		6		-		5		0		0		0		5		0		0		0		-		->		p1_W_K
4		6		-		5		0		0		0		6		0		0		0		-		->		p1_W_K
4		6		-		5		0		0		0		7		0		0		0		-		->		p1_W_K
4		6		-		5		0		0		0		8		0		0		0		-		->		p1_W_K
4		6		-		5		0		0		0		9		0		0		0		-		->		p1_W_K
4		6		-		5		0		0		0		10	0		0		0		-		->		p1_W_K
4		6		-		6		0		0		0		0		0		0		0		-		->		p1_W_K
4		6		-		6		0		0		0		0		0		0		2		-		->		p1_W_G
4		6		-		6		0		0		0		0		0		0		4		-		->		p1_K_G
4		6		-		6		0		0		0		0		0		0		6		-		->		p1_W_G
4		6		-		6		0		0		0		0		0		0		8		-		->		p1_K_G
4		6		-		6		0		0		0		0		1		0		0		-		->		p1_W_M
4		6		-		6		0		0		0		0		3		0		0		-		->		p1_K_M
4		6		-		6		0		0		0		0		5		0		0		-		->		p1_W_M
4		6		-		6		0		0		0		0		7		0		0		-		->		p1_K_M
4		6		-		6		0		0		0		1		0		0		0		-		->		p1_W_H
4		6		-		6		0		0		0		2		0		0		0		-		->		p1_W_H
4		6		-		6		0		0		0		3		0		0		0		-		->		p1_K_H
4		6		-		6		0		0		0		4		0		0		0		-		->		p1_K_H
4		6		-		6		0		0		0		5		0		0		0		-		->		p1_K_K
4		6		-		6		0		0		0		6		0		0		0		-		->		p1_K_K
4		6		-		6		0		0		0		7		0		0		0		-		->		p1_K_K
4		6		-		6		0		0		0		8		0		0		0		-		->		p1_K_K
4		6		-		6		0		0		0		9		0		0		0		-		->		p1_K_K
4		6		-		6		0		0		0		10	0		0		0		-		->		p1_K_K
4		6		-		6		0		2		0		0		0		0		0		-		->		p1_W_W
4		6		-		6		0		4		0		0		0		0		0		-		->		p1_K_W
4		6		-		6		0		6		0		0		0		0		0		-		->		p1_W_W
4		6		-		6		0		8		0		0		0		0		0		-		->		p1_W_K
4		6		-		6		2		0		0		0		0		0		0		-		->		p1_W_A
4		6		-		6		4		0		0		0		0		0		0		-		->		p1_K_A
4		6		-		6		6		0		0		0		0		0		0		-		->		p1_W_K
4		6		-		6		8		0		0		0		0		0		0		-		->		p1_W_K
4		6		-		7		0		0		0		0		0		0		0		-		->		p1_W_K
4		6		-		7		0		0		0		1		0		0		0		-		->		p1_W_H
4		6		-		7		0		0		0		2		0		0		0		-		->		p1_W_H
4		6		-		7		0		0		0		3		0		0		0		-		->		p1_K_H
4		6		-		7		0		0		0		4		0		0		0		-		->		p1_K_H
4		6		-		7		0		0		0		5		0		0		0		-		->		p1_W_H
4		6		-		7		0		0		0		6		0		0		0		-		->		p1_W_H
4		6		-		7		0		0		0		7		0		0		0		-		->		p1_K_H
4		6		-		7		0		0		0		8		0		0		0		-		->		p1_K_K
4		6		-		7		0		0		0		9		0		0		0		-		->		p1_K_K
4		6		-		7		0		0		0		10	0		0		0		-		->		p1_K_K
4		6		-		8		0		0		0		0		0		0		0		-		->		p1_W_K
4		6		-		8		0		0		0		0		0		0		2		-		->		p1_W_G
4		6		-		8		0		0		0		0		0		0		4		-		->		p1_K_G
4		6		-		8		0		0		0		0		0		0		6		-		->		p1_W_G
4		6		-		8		0		0		0		0		0		0		8		-		->		p1_K_G
4		6		-		8		0		0		0		0		1		0		0		-		->		p1_W_M
4		6		-		8		0		0		0		0		3		0		0		-		->		p1_K_M
4		6		-		8		0		0		0		0		5		0		0		-		->		p1_W_M
4		6		-		8		0		0		0		0		7		0		0		-		->		p1_K_M
4		6		-		8		0		0		0		1		0		0		0		-		->		p1_W_H
4		6		-		8		0		0		0		2		0		0		0		-		->		p1_W_H
4		6		-		8		0		0		0		3		0		0		0		-		->		p1_K_H
4		6		-		8		0		0		0		4		0		0		0		-		->		p1_K_H
4		6		-		8		0		0		0		5		0		0		0		-		->		p1_W_H
4		6		-		8		0		0		0		6		0		0		0		-		->		p1_W_H
4		6		-		8		0		0		0		7		0		0		0		-		->		p1_K_H
4		6		-		8		0		0		0		8		0		0		0		-		->		p1_W_H
4		6		-		8		0		0		0		9		0		0		0		-		->		p1_K_K
4		6		-		8		0		0		0		10	0		0		0		-		->		p1_K_K
4		6		-		8		0		2		0		0		0		0		0		-		->		p1_W_W
4		6		-		8		0		4		0		0		0		0		0		-		->		p1_K_W
4		6		-		8		0		6		0		0		0		0		0		-		->		p1_W_W
4		6		-		8		0		8		0		0		0		0		0		-		->		p1_K_W
4		6		-		8		2		0		0		0		0		0		0		-		->		p1_W_A
4		6		-		8		4		0		0		0		0		0		0		-		->		p1_K_A
4		6		-		8		6		0		0		0		0		0		0		-		->		p1_W_A
4		6		-		8		8		0		0		0		0		0		0		-		->		p1_K_K
4		6		-		9		0		0		0		0		0		0		0		-		->		p1_W_K
4		6		-		9		0		0		0		1		0		0		0		-		->		p1_W_H
4		6		-		9		0		0		0		2		0		0		0		-		->		p1_W_H
4		6		-		9		0		0		0		3		0		0		0		-		->		p1_K_H
4		6		-		9		0		0		0		4		0		0		0		-		->		p1_K_H
4		6		-		9		0		0		0		5		0		0		0		-		->		p1_W_H
4		6		-		9		0		0		0		6		0		0		0		-		->		p1_W_H
4		6		-		9		0		0		0		7		0		0		0		-		->		p1_K_H
4		6		-		9		0		0		0		8		0		0		0		-		->		p1_W_H
4		6		-		9		0		0		0		9		0		0		0		-		->		p1_K_K
4		6		-		9		0		0		0		10	0		0		0		-		->		p1_K_K
4		6		-		10	0		0		0		0		0		0		0		-		->		p1_W_K
4		6		-		10	0		0		0		0		0		0		2		-		->		p1_W_G
4		6		-		10	0		0		0		0		0		0		4		-		->		p1_K_G
4		6		-		10	0		0		0		0		0		0		6		-		->		p1_W_G
4		6		-		10	0		0		0		0		0		0		8		-		->		p1_K_G
4		6		-		10	0		0		0		0		1		0		0		-		->		p1_W_M
4		6		-		10	0		0		0		0		3		0		0		-		->		p1_K_M
4		6		-		10	0		0		0		0		5		0		0		-		->		p1_W_M
4		6		-		10	0		0		0		0		7		0		0		-		->		p1_K_M
4		6		-		10	0		0		0		1		0		0		0		-		->		p1_W_H
4		6		-		10	0		0		0		2		0		0		0		-		->		p1_W_H
4		6		-		10	0		0		0		3		0		0		0		-		->		p1_K_H
4		6		-		10	0		0		0		4		0		0		0		-		->		p1_K_H
4		6		-		10	0		0		0		5		0		0		0		-		->		p1_W_H
4		6		-		10	0		0		0		6		0		0		0		-		->		p1_W_H
4		6		-		10	0		0		0		7		0		0		0		-		->		p1_K_H
4		6		-		10	0		0		0		8		0		0		0		-		->		p1_W_H
4		6		-		10	0		0		0		9		0		0		0		-		->		p1_K_K
4		6		-		10	0		0		0		10	0		0		0		-		->		p1_K_K
4		6		-		10	0		2		0		0		0		0		0		-		->		p1_W_W
4		6		-		10	0		4		0		0		0		0		0		-		->		p1_K_W
4		6		-		10	0		6		0		0		0		0		0		-		->		p1_W_W
4		6		-		10	0		8		0		0		0		0		0		-		->		p1_K_W
4		6		-		10	2		0		0		0		0		0		0		-		->		p1_W_A
4		6		-		10	4		0		0		0		0		0		0		-		->		p1_K_A
4		6		-		10	6		0		0		0		0		0		0		-		->		p1_W_A
4		6		-		10	8		0		0		0		0		0		0		-		->		p1_K_A
4		6		K		0		0		1		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		0		1		0		1		0		0		0		-		->		p1_W_W
4		6		K		0		0		1		0		2		0		0		0		-		->		p1_W_W
4		6		K		0		0		1		0		3		0		0		0		-		->		p1_W_W
4		6		K		0		0		1		0		4		0		0		0		-		->		p1_W_W
4		6		K		0		0		1		0		5		0		0		0		-		->		p1_W_W
4		6		K		0		0		1		0		6		0		0		0		-		->		p1_W_W
4		6		K		0		0		1		0		7		0		0		0		-		->		p1_W_W
4		6		K		0		0		1		0		8		0		0		0		-		->		p1_W_W
4		6		K		0		0		1		0		9		0		0		0		-		->		p1_W_W
4		6		K		0		0		1		0		10	0		0		0		-		->		p1_W_W
4		6		K		0		0		2		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		0		2		0		0		0		0		2		-		->		p1_W_W
4		6		K		0		0		2		0		0		0		0		4		-		->		p1_W_W
4		6		K		0		0		2		0		0		0		0		6		-		->		p1_W_W
4		6		K		0		0		2		0		0		0		0		8		-		->		p1_W_W
4		6		K		0		0		2		0		0		0		2		0		-		->		p1_W_W
4		6		K		0		0		2		0		0		0		4		0		-		->		p1_W_W
4		6		K		0		0		2		0		0		0		6		0		-		->		p1_W_W
4		6		K		0		0		2		0		0		0		8		0		-		->		p1_W_W
4		6		K		0		0		2		0		0		0		10	0		-		->		p1_W_W
4		6		K		0		0		2		0		0		1		0		0		-		->		p1_W_M
4		6		K		0		0		2		0		0		3		0		0		-		->		p1_W_W
4		6		K		0		0		2		0		0		5		0		0		-		->		p1_W_M
4		6		K		0		0		2		0		0		7		0		0		-		->		p1_W_W
4		6		K		0		0		2		0		1		0		0		0		-		->		p1_W_W
4		6		K		0		0		2		0		2		0		0		0		-		->		p1_W_W
4		6		K		0		0		2		0		3		0		0		0		-		->		p1_W_W
4		6		K		0		0		2		0		4		0		0		0		-		->		p1_W_W
4		6		K		0		0		2		0		5		0		0		0		-		->		p1_W_W
4		6		K		0		0		2		0		6		0		0		0		-		->		p1_W_W
4		6		K		0		0		2		0		7		0		0		0		-		->		p1_W_W
4		6		K		0		0		2		0		8		0		0		0		-		->		p1_W_W
4		6		K		0		0		2		0		9		0		0		0		-		->		p1_W_W
4		6		K		0		0		2		0		10	0		0		0		-		->		p1_W_W
4		6		K		0		0		2		2		0		0		0		0		-		->		p1_W_W
4		6		K		0		0		2		4		0		0		0		0		-		->		p1_W_W
4		6		K		0		0		2		6		0		0		0		0		-		->		p1_W_W
4		6		K		0		0		2		8		0		0		0		0		-		->		p1_W_W
4		6		K		0		0		3		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		0		3		0		1		0		0		0		-		->		p1_W_H
4		6		K		0		0		3		0		2		0		0		0		-		->		p1_W_H
4		6		K		0		0		3		0		3		0		0		0		-		->		p1_W_W
4		6		K		0		0		3		0		4		0		0		0		-		->		p1_W_W
4		6		K		0		0		3		0		5		0		0		0		-		->		p1_W_W
4		6		K		0		0		3		0		6		0		0		0		-		->		p1_W_W
4		6		K		0		0		3		0		7		0		0		0		-		->		p1_W_W
4		6		K		0		0		3		0		8		0		0		0		-		->		p1_W_W
4		6		K		0		0		3		0		9		0		0		0		-		->		p1_W_W
4		6		K		0		0		3		0		10	0		0		0		-		->		p1_W_W
4		6		K		0		0		4		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		0		4		0		0		0		0		2		-		->		p1_W_G
4		6		K		0		0		4		0		0		0		0		4		-		->		p1_W_W
4		6		K		0		0		4		0		0		0		0		6		-		->		p1_W_G
4		6		K		0		0		4		0		0		0		0		8		-		->		p1_W_W
4		6		K		0		0		4		0		0		0		2		0		-		->		p1_W_B
4		6		K		0		0		4		0		0		0		4		0		-		->		p1_W_W
4		6		K		0		0		4		0		0		0		6		0		-		->		p1_W_B
4		6		K		0		0		4		0		0		0		8		0		-		->		p1_W_B
4		6		K		0		0		4		0		0		0		10	0		-		->		p1_W_B
4		6		K		0		0		4		0		0		1		0		0		-		->		p1_W_M
4		6		K		0		0		4		0		0		3		0		0		-		->		p1_W_M
4		6		K		0		0		4		0		0		5		0		0		-		->		p1_W_M
4		6		K		0		0		4		0		0		7		0		0		-		->		p1_W_W
4		6		K		0		0		4		0		1		0		0		0		-		->		p1_W_H
4		6		K		0		0		4		0		2		0		0		0		-		->		p1_W_H
4		6		K		0		0		4		0		3		0		0		0		-		->		p1_W_H
4		6		K		0		0		4		0		4		0		0		0		-		->		p1_W_H
4		6		K		0		0		4		0		5		0		0		0		-		->		p1_W_W
4		6		K		0		0		4		0		6		0		0		0		-		->		p1_W_W
4		6		K		0		0		4		0		7		0		0		0		-		->		p1_W_W
4		6		K		0		0		4		0		8		0		0		0		-		->		p1_W_W
4		6		K		0		0		4		0		9		0		0		0		-		->		p1_W_W
4		6		K		0		0		4		0		10	0		0		0		-		->		p1_W_W
4		6		K		0		0		4		2		0		0		0		0		-		->		p1_W_R
4		6		K		0		0		4		4		0		0		0		0		-		->		p1_W_W
4		6		K		0		0		4		6		0		0		0		0		-		->		p1_W_R
4		6		K		0		0		4		8		0		0		0		0		-		->		p1_W_W
4		6		K		0		0		5		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		0		5		0		1		0		0		0		-		->		p1_W_H
4		6		K		0		0		5		0		2		0		0		0		-		->		p1_W_H
4		6		K		0		0		5		0		3		0		0		0		-		->		p1_W_W
4		6		K		0		0		5		0		4		0		0		0		-		->		p1_W_W
4		6		K		0		0		5		0		5		0		0		0		-		->		p1_W_W
4		6		K		0		0		5		0		6		0		0		0		-		->		p1_W_W
4		6		K		0		0		5		0		7		0		0		0		-		->		p1_W_W
4		6		K		0		0		5		0		8		0		0		0		-		->		p1_W_W
4		6		K		0		0		5		0		9		0		0		0		-		->		p1_W_W
4		6		K		0		0		5		0		10	0		0		0		-		->		p1_W_W
4		6		K		0		0		6		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		0		6		0		0		0		0		2		-		->		p1_W_G
4		6		K		0		0		6		0		0		0		0		4		-		->		p1_W_G
4		6		K		0		0		6		0		0		0		0		6		-		->		p1_W_G
4		6		K		0		0		6		0		0		0		0		8		-		->		p1_W_W
4		6		K		0		0		6		0		0		0		2		0		-		->		p1_W_B
4		6		K		0		0		6		0		0		0		4		0		-		->		p1_W_B
4		6		K		0		0		6		0		0		0		6		0		-		->		p1_W_B
4		6		K		0		0		6		0		0		0		8		0		-		->		p1_W_W
4		6		K		0		0		6		0		0		0		10	0		-		->		p1_W_W
4		6		K		0		0		6		0		0		1		0		0		-		->		p1_W_M
4		6		K		0		0		6		0		0		3		0		0		-		->		p1_W_M
4		6		K		0		0		6		0		0		5		0		0		-		->		p1_W_M
4		6		K		0		0		6		0		0		7		0		0		-		->		p1_W_W
4		6		K		0		0		6		0		1		0		0		0		-		->		p1_W_H
4		6		K		0		0		6		0		2		0		0		0		-		->		p1_W_H
4		6		K		0		0		6		0		3		0		0		0		-		->		p1_W_H
4		6		K		0		0		6		0		4		0		0		0		-		->		p1_W_H
4		6		K		0		0		6		0		5		0		0		0		-		->		p1_W_W
4		6		K		0		0		6		0		6		0		0		0		-		->		p1_W_H
4		6		K		0		0		6		0		7		0		0		0		-		->		p1_W_H
4		6		K		0		0		6		0		8		0		0		0		-		->		p1_W_W
4		6		K		0		0		6		0		9		0		0		0		-		->		p1_W_W
4		6		K		0		0		6		0		10	0		0		0		-		->		p1_W_W
4		6		K		0		0		6		2		0		0		0		0		-		->		p1_W_R
4		6		K		0		0		6		4		0		0		0		0		-		->		p1_W_R
4		6		K		0		0		6		6		0		0		0		0		-		->		p1_W_R
4		6		K		0		0		6		8		0		0		0		0		-		->		p1_W_W
4		6		K		0		0		7		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		0		7		0		1		0		0		0		-		->		p1_W_H
4		6		K		0		0		7		0		2		0		0		0		-		->		p1_W_H
4		6		K		0		0		7		0		3		0		0		0		-		->		p1_W_H
4		6		K		0		0		7		0		4		0		0		0		-		->		p1_W_H
4		6		K		0		0		7		0		5		0		0		0		-		->		p1_W_H
4		6		K		0		0		7		0		6		0		0		0		-		->		p1_W_H
4		6		K		0		0		7		0		7		0		0		0		-		->		p1_W_W
4		6		K		0		0		7		0		8		0		0		0		-		->		p1_W_W
4		6		K		0		0		7		0		9		0		0		0		-		->		p1_W_W
4		6		K		0		0		7		0		10	0		0		0		-		->		p1_W_W
4		6		K		0		0		8		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		0		8		0		0		0		0		2		-		->		p1_W_G
4		6		K		0		0		8		0		0		0		0		4		-		->		p1_W_G
4		6		K		0		0		8		0		0		0		0		6		-		->		p1_W_G
4		6		K		0		0		8		0		0		0		0		8		-		->		p1_W_G
4		6		K		0		0		8		0		0		0		2		0		-		->		p1_W_B
4		6		K		0		0		8		0		0		0		4		0		-		->		p1_W_B
4		6		K		0		0		8		0		0		0		6		0		-		->		p1_W_B
4		6		K		0		0		8		0		0		0		8		0		-		->		p1_W_W
4		6		K		0		0		8		0		0		0		10	0		-		->		p1_W_B
4		6		K		0		0		8		0		0		1		0		0		-		->		p1_W_M
4		6		K		0		0		8		0		0		3		0		0		-		->		p1_W_M
4		6		K		0		0		8		0		0		5		0		0		-		->		p1_W_M
4		6		K		0		0		8		0		0		7		0		0		-		->		p1_W_M
4		6		K		0		0		8		0		1		0		0		0		-		->		p1_W_H
4		6		K		0		0		8		0		2		0		0		0		-		->		p1_W_H
4		6		K		0		0		8		0		3		0		0		0		-		->		p1_W_H
4		6		K		0		0		8		0		4		0		0		0		-		->		p1_W_H
4		6		K		0		0		8		0		5		0		0		0		-		->		p1_W_H
4		6		K		0		0		8		0		6		0		0		0		-		->		p1_W_H
4		6		K		0		0		8		0		7		0		0		0		-		->		p1_W_W
4		6		K		0		0		8		0		8		0		0		0		-		->		p1_W_W
4		6		K		0		0		8		0		9		0		0		0		-		->		p1_W_W
4		6		K		0		0		8		0		10	0		0		0		-		->		p1_W_W
4		6		K		0		0		8		2		0		0		0		0		-		->		p1_W_R
4		6		K		0		0		8		4		0		0		0		0		-		->		p1_W_R
4		6		K		0		0		8		6		0		0		0		0		-		->		p1_W_R
4		6		K		0		0		8		8		0		0		0		0		-		->		p1_W_R
4		6		K		0		2		2		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		2		4		0		0		0		0		0		-		->		p1_W_A
4		6		K		0		2		6		0		0		0		0		0		-		->		p1_W_A
4		6		K		0		2		8		0		0		0		0		0		-		->		p1_W_A
4		6		K		0		4		2		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		4		4		0		0		0		0		0		-		->		p1_W_A
4		6		K		0		4		6		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		4		8		0		0		0		0		0		-		->		p1_W_A
4		6		K		0		6		2		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		6		4		0		0		0		0		0		-		->		p1_W_A
4		6		K		0		6		6		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		6		8		0		0		0		0		0		-		->		p1_W_A
4		6		K		0		8		2		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		8		4		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		8		6		0		0		0		0		0		-		->		p1_W_W
4		6		K		0		8		8		0		0		0		0		0		-		->		p1_W_A
4		6		K		2		0		2		0		0		0		0		0		-		->		p1_W_W
4		6		K		2		0		4		0		0		0		0		0		-		->		p1_W_K
4		6		K		2		0		6		0		0		0		0		0		-		->		p1_W_K
4		6		K		2		0		8		0		0		0		0		0		-		->		p1_W_K
4		6		K		4		0		2		0		0		0		0		0		-		->		p1_W_W
4		6		K		4		0		4		0		0		0		0		0		-		->		p1_W_W
4		6		K		4		0		6		0		0		0		0		0		-		->		p1_W_W
4		6		K		4		0		8		0		0		0		0		0		-		->		p1_W_K
4		6		K		6		0		2		0		0		0		0		0		-		->		p1_W_W
4		6		K		6		0		4		0		0		0		0		0		-		->		p1_W_K
4		6		K		6		0		6		0		0		0		0		0		-		->		p1_W_W
4		6		K		6		0		8		0		0		0		0		0		-		->		p1_W_K
4		6		K		8		0		2		0		0		0		0		0		-		->		p1_W_W
4		6		K		8		0		4		0		0		0		0		0		-		->		p1_W_W
4		6		K		8		0		6		0		0		0		0		0		-		->		p1_W_W
4		6		K		8		0		8		0		0		0		0		0		-		->		p1_W_W
4		6		K		10	0		2		0		0		0		0		0		-		->		p1_W_W
4		6		K		10	0		4		0		0		0		0		0		-		->		p1_W_W
4		6		K		10	0		6		0		0		0		0		0		-		->		p1_W_W
4		6		K		10	0		8		0		0		0		0		0		-		->		p1_W_W
4		6		W		0		0		1		0		0		0		0		0		-		->		p1_K_W
4		6		W		0		0		1		0		1		0		0		0		-		->		p1_K_W
4		6		W		0		0		1		0		2		0		0		0		-		->		p1_K_W
4		6		W		0		0		1		0		3		0		0		0		-		->		p1_K_W
4		6		W		0		0		1		0		4		0		0		0		-		->		p1_K_W
4		6		W		0		0		1		0		5		0		0		0		-		->		p1_K_W
4		6		W		0		0		1		0		6		0		0		0		-		->		p1_K_W
4		6		W		0		0		1		0		7		0		0		0		-		->		p1_K_W
4		6		W		0		0		1		0		8		0		0		0		-		->		p1_K_W
4		6		W		0		0		1		0		9		0		0		0		-		->		p1_K_W
4		6		W		0		0		1		0		10	0		0		0		-		->		p1_K_W
4		6		W		0		0		2		0		0		0		0		0		-		->		p1_K_W
4		6		W		0		0		2		0		0		0		0		2		-		->		p1_K_W
4		6		W		0		0		2		0		0		0		0		4		-		->		p1_K_G
4		6		W		0		0		2		0		0		0		0		6		-		->		p1_K_W
4		6		W		0		0		2		0		0		0		0		8		-		->		p1_K_W
4		6		W		0		0		2		0		0		0		2		0		-		->		p1_K_W
4		6		W		0		0		2		0		0		0		4		0		-		->		p1_K_B
4		6		W		0		0		2		0		0		0		6		0		-		->		p1_K_W
4		6		W		0		0		2		0		0		0		8		0		-		->		p1_K_W
4		6		W		0		0		2		0		0		0		10	0		-		->		p1_K_W
4		6		W		0		0		2		0		0		1		0		0		-		->		p1_K_M
4		6		W		0		0		2		0		0		3		0		0		-		->		p1_K_M
4		6		W		0		0		2		0		0		5		0		0		-		->		p1_K_W
4		6		W		0		0		2		0		0		7		0		0		-		->		p1_K_W
4		6		W		0		0		2		0		1		0		0		0		-		->		p1_K_W
4		6		W		0		0		2		0		2		0		0		0		-		->		p1_K_W
4		6		W		0		0		2		0		3		0		0		0		-		->		p1_K_W
4		6		W		0		0		2		0		4		0		0		0		-		->		p1_K_W
4		6		W		0		0		2		0		5		0		0		0		-		->		p1_K_W
4		6		W		0		0		2		0		6		0		0		0		-		->		p1_K_W
4		6		W		0		0		2		0		7		0		0		0		-		->		p1_K_W
4		6		W		0		0		2		0		8		0		0		0		-		->		p1_K_W
4		6		W		0		0		2		0		9		0		0		0		-		->		p1_K_W
4		6		W		0		0		2		0		10	0		0		0		-		->		p1_K_W
4		6		W		0		0		2		2		0		0		0		0		-		->		p1_K_W
4		6		W		0		0		2		4		0		0		0		0		-		->		p1_K_R
4		6		W		0		0		2		6		0		0		0		0		-		->		p1_K_W
4		6		W		0		0		2		8		0		0		0		0		-		->		p1_K_W
4		6		W		0		0		3		0		0		0		0		0		-		->		p1_K_W
4		6		W		0		0		3		0		1		0		0		0		-		->		p1_K_W
4		6		W		0		0		3		0		2		0		0		0		-		->		p1_K_W
4		6		W		0		0		3		0		3		0		0		0		-		->		p1_K_W
4		6		W		0		0		3		0		4		0		0		0		-		->		p1_K_W
4		6		W		0		0		3		0		5		0		0		0		-		->		p1_K_W
4		6		W		0		0		3		0		6		0		0		0		-		->		p1_K_W
4		6		W		0		0		3		0		7		0		0		0		-		->		p1_K_W
4		6		W		0		0		3		0		8		0		0		0		-		->		p1_K_W
4		6		W		0		0		3		0		9		0		0		0		-		->		p1_K_W
4		6		W		0		0		3		0		10	0		0		0		-		->		p1_K_W
4		6		W		0		0		4		0		0		0		0		0		-		->		p1_K_W
4		6		W		0		0		4		0		0		0		0		2		-		->		p1_K_W
4		6		W		0		0		4		0		0		0		0		4		-		->		p1_K_G
4		6		W		0		0		4		0		0		0		0		6		-		->		p1_K_W
4		6		W		0		0		4		0		0		0		0		8		-		->		p1_K_W
4		6		W		0		0		4		0		0		0		2		0		-		->		p1_K_W
4		6		W		0		0		4		0		0		0		4		0		-		->		p1_K_B
4		6		W		0		0		4		0		0		0		6		0		-		->		p1_K_W
4		6		W		0		0		4		0		0		0		8		0		-		->		p1_K_W
4		6		W		0		0		4		0		0		0		10	0		-		->		p1_K_W
4		6		W		0		0		4		0		0		1		0		0		-		->		p1_K_M
4		6		W		0		0		4		0		0		3		0		0		-		->		p1_K_M
4		6		W		0		0		4		0		0		5		0		0		-		->		p1_K_W
4		6		W		0		0		4		0		0		7		0		0		-		->		p1_K_W
4		6		W		0		0		4		0		1		0		0		0		-		->		p1_K_W
4		6		W		0		0		4		0		2		0		0		0		-		->		p1_K_W
4		6		W		0		0		4		0		3		0		0		0		-		->		p1_K_W
4		6		W		0		0		4		0		4		0		0		0		-		->		p1_K_W
4		6		W		0		0		4		0		5		0		0		0		-		->		p1_K_W
4		6		W		0		0		4		0		6		0		0		0		-		->		p1_K_W
4		6		W		0		0		4		0		7		0		0		0		-		->		p1_K_W
4		6		W		0		0		4		0		8		0		0		0		-		->		p1_K_W
4		6		W		0		0		4		0		9		0		0		0		-		->		p1_K_W
4		6		W		0		0		4		0		10	0		0		0		-		->		p1_K_W
4		6		W		0		0		4		2		0		0		0		0		-		->		p1_K_W
4		6		W		0		0		4		4		0		0		0		0		-		->		p1_K_R
4		6		W		0		0		4		6		0		0		0		0		-		->		p1_K_W
4		6		W		0		0		4		8		0		0		0		0		-		->		p1_K_W
4		6		W		0		0		5		0		0		0		0		0		-		->		p1_K_W
4		6		W		0		0		5		0		1		0		0		0		-		->		p1_K_W
4		6		W		0		0		5		0		2		0		0		0		-		->		p1_K_W
4		6		W		0		0		5		0		3		0		0		0		-		->		p1_K_H
4		6		W		0		0		5		0		4		0		0		0		-		->		p1_K_H
4		6		W		0		0		5		0		5		0		0		0		-		->		p1_K_W
4		6		W		0		0		5		0		6		0		0		0		-		->		p1_K_W
4		6		W		0		0		5		0		7		0		0		0		-		->		p1_K_W
4		6		W		0		0		5		0		8		0		0		0		-		->		p1_K_W
4		6		W		0		0		5		0		9		0		0		0		-		->		p1_K_W
4		6		W		0		0		5		0		10	0		0		0		-		->		p1_K_W
4		6		W		0		0		6		0		0		0		0		0		-		->		p1_K_W
4		6		W		0		0		6		0		0		0		0		2		-		->		p1_K_G
4		6		W		0		0		6		0		0		0		0		4		-		->		p1_K_G
4		6		W		0		0		6		0		0		0		0		6		-		->		p1_K_G
4		6		W		0		0		6		0		0		0		0		8		-		->		p1_K_W
4		6		W		0		0		6		0		0		0		2		0		-		->		p1_K_B
4		6		W		0		0		6		0		0		0		4		0		-		->		p1_K_B
4		6		W		0		0		6		0		0		0		6		0		-		->		p1_K_W
4		6		W		0		0		6		0		0		0		8		0		-		->		p1_K_W
4		6		W		0		0		6		0		0		0		10	0		-		->		p1_K_W
4		6		W		0		0		6		0		0		1		0		0		-		->		p1_K_M
4		6		W		0		0		6		0		0		3		0		0		-		->		p1_K_M
4		6		W		0		0		6		0		0		5		0		0		-		->		p1_K_M
4		6		W		0		0		6		0		0		7		0		0		-		->		p1_K_W
4		6		W		0		0		6		0		1		0		0		0		-		->		p1_K_W
4		6		W		0		0		6		0		2		0		0		0		-		->		p1_K_H
4		6		W		0		0		6		0		3		0		0		0		-		->		p1_K_H
4		6		W		0		0		6		0		4		0		0		0		-		->		p1_K_H
4		6		W		0		0		6		0		5		0		0		0		-		->		p1_K_W
4		6		W		0		0		6		0		6		0		0		0		-		->		p1_K_W
4		6		W		0		0		6		0		7		0		0		0		-		->		p1_K_W
4		6		W		0		0		6		0		8		0		0		0		-		->		p1_K_W
4		6		W		0		0		6		0		9		0		0		0		-		->		p1_K_W
4		6		W		0		0		6		0		10	0		0		0		-		->		p1_K_W
4		6		W		0		0		6		2		0		0		0		0		-		->		p1_K_R
4		6		W		0		0		6		4		0		0		0		0		-		->		p1_K_R
4		6		W		0		0		6		6		0		0		0		0		-		->		p1_K_R
